,Weekday,Jamalpur Station,Jamalpur Amts ,Pragatinagar Station,Maninagar Station,Memco Station,Paldi Station,Paldi Amts ,Sarkhej  Station,Gota Station,Memnagar Station,Memnagar Amts,Vadaj Station,Sabarmati Station,Sabarmati Amts,Chandola Station,Krishanagar,DODO-Green Fuel Station  ,Vijay Gas Station-DODO-Bhuvaldi,Jay Goga Corporation -DODO-Hathijan,Shree Gas Station-DODO-Bhadaj,Abad Hirapur - DODO,JAY DWARKADISH ENTERPRISE,Bhakti Petroleum-IBP,Punjab Service Station-IBP,Gujarat Rajya Purvatha-IBP Khokhra vidita,Saccha Sauda-IBP,Jayvir Civil Petrol Pump-IOCL,Rupam Petroleum-IOCL,Maniyar Petroleum-IOCL,Sun Petro Gas-IOCL ,Dharamtal-BPCL,Shraddha Petrolium-BPCL,Metro Service-BPCL,Mitesh Automobile-BPCL,Vatsal Automobile-BPCL,Parmar Tradelink (Adhoc)-BPCL Ganesh,Auto Services  Mirzapur-BPCL,Alka Automobile-BPCL,Neelu Motors-BPCL,Modi Service-BPCL,Ila Automobile-BPCL,Auto Rikshaw Driver Co.Ass-BPCL,Revadas Jhaverbhai & Sons-BPCL,Sindh Automobiles-BPCL (Memco),Kalptaru Petroleum-BPCL,Shree Laxmi Narayan-IBP,Jay Petroleum-Essar,Unique Retread-IBP,Iswar Petroleum-IOCL,Ambica Service-IOCL,Swaminarayan Sokali-BPCL,Swadesh Cargo Carrier -BPCL,Gujarat Auto Centre-IOCL-Shahwadi,Chenpur Petroleum- IOCL,Pavan Petroleum -BPCL,Anjani Petroleum-BPCL,Rathva Petroleum - IOCL ,Shrinathji Petroleum -BPCL,Ambica Automobiles-BPCL,Ashtavinayak-Hirapur- IOCL,Kalashree Automobiles- IOCL,Shivganga Petroleum-Kamod-BPCL,RB Patel & Sons-Kuha-BPCL,Alka Automobile-BPCL- Ognaj ,Kuldevi Petroleum-BPCL- Ranasan,Dev Petroleum -IOCL,Kameshwar Petroleum -IOCL,Aadhit Petroleum - IOCL,Parmar Tradelink - BPCL,Kanha Petroleum - HPCL,Sardar Petro Station - IOCL,LJ Thakkar - IOCL,Grand Millenlum - HPCL,Karnavati Petroleum - BPCL,Siddhanath Petroleum - HPCL,Siddhi Gasoline - BPCL,Vinayak Petroleum - IOCL,Radhey Petroleum - BPCL,Shree Gokulesh Petroleum - IOCL,B N Gasoline - BPCL,Millennium-HPCL,SHREEJI AUTO SERVICE-HPCL,RAVI PETROLEUM-BPCL,GUJARAT AUTO (USHMANPURA)- IOCL STATION 
2023-11-17,Friday,10089.42,5368.75,4599.87,11409.25,9082.69,11084.88,1262.89,10467.26,14007.17,5369.60,1904.61,11406.18,5768.47,2504.21,9056.87,9060.13,7265.41,5251.60,9840.29,3947.49,3334.33,2155.43,3803.57,2439.87,4056.50,4766.57,2610.97,4371.25,2917.31,3120.74,1872.75,4307.00,2378.50,6144.13,3046.88,3079.63,2251.75,3743.37,6587.32,2434.88,4421.84,3067.88,811.50,3834.63,718.75,9342.38,3402.50,4136.13,3328.88,3057.00,3380.06,3707.92,767.75,2292.75,2662.62,4410.75,2969.74,0.00,2128.19,2239.73,1433.25,922.00,2231.50,2745.25,6221.88,0.00,1987.63,1346.32,2830.00,1838.26,4703.43,6916.30,2300.02,1422.18,4679.91,4284.48,1901.06,3913.04,2546.47,4906.69,1090.14,2175.28,6190.82,1410.62
2023-11-18,Saturday,10483.30,5390.92,5107.50,11794.55,10056.21,12869.01,1477.86,10894.30,14691.03,6063.92,1974.57,12169.78,5741.06,2906.85,9667.44,9795.25,8506.82,6294.63,11163.63,4644.16,4084.93,2280.27,4361.83,2067.69,4404.77,4806.71,2803.78,5087.37,2956.91,3359.19,2059.75,4897.50,2488.88,6088.37,3592.10,3423.00,2441.00,4290.75,6862.62,2689.80,4637.89,3166.80,588.00,3377.75,844.00,9396.25,3283.75,4800.03,3338.37,3715.75,2764.75,4125.24,1018.50,2321.25,2762.88,4394.87,3183.63,0.00,2626.35,2524.32,1544.00,722.50,2514.87,3149.00,6865.37,0.00,2177.51,1428.62,3080.36,2327.62,6166.15,7255.70,1958.83,1143.94,5100.65,4717.78,1901.94,4367.45,2381.20,5019.12,890.55,2301.30,6635.17,1607.59
2023-11-19,Sunday,9562.65,5294.05,4448.44,9785.37,8984.86,11165.14,1406.07,8708.94,13614.05,5481.56,1969.06,12196.13,5345.66,2132.65,8678.18,8427.62,7712.77,5301.36,9214.74,4069.49,2995.18,1911.18,3760.43,2368.44,3922.64,4405.22,2597.40,4482.38,2582.53,2952.00,1954.00,4313.62,1386.50,5858.00,2846.18,2696.90,2151.50,3944.50,6231.88,2352.25,4239.81,3334.28,506.50,3575.50,710.00,9148.25,3219.37,4660.50,2998.75,3638.75,2328.94,3774.12,1338.75,2113.75,2379.50,4292.13,3140.50,0.00,1940.56,1903.44,1456.38,1130.38,2196.25,2675.56,6454.38,0.00,1679.80,971.60,2709.57,1813.50,5018.91,6970.34,1891.32,1277.94,4494.13,4109.36,1663.13,3979.42,2445.43,4556.69,2110.87,2226.49,6894.82,975.06
2023-11-20,Monday,11373.89,6562.69,6019.06,12719.44,10634.60,13930.31,1729.15,11620.88,15168.27,7099.37,2161.21,13121.69,6089.36,2921.53,10415.76,9233.63,8878.03,7601.92,11312.91,5328.36,3059.54,2595.02,4879.06,3121.12,4333.80,4951.81,2754.48,4993.63,2464.88,3997.85,2186.50,5080.88,2771.93,6090.00,4346.59,4123.97,2078.99,4526.87,7048.05,2621.39,4446.02,3956.35,486.50,4125.50,783.00,9083.50,3275.50,5352.25,3263.50,3096.50,2282.37,3320.14,1084.25,2280.75,3249.50,3922.62,3970.50,0.00,2993.56,2097.65,1589.62,1406.87,2332.25,3587.18,6577.88,0.00,2674.76,2234.75,3774.93,2251.62,5679.47,5812.38,2782.66,1440.56,4899.53,5326.62,2231.68,4537.74,2432.14,6055.12,2196.07,2685.20,6948.24,1874.55
2023-11-21,Tuesday,11190.18,6105.43,6087.57,11762.82,11113.23,12613.11,1836.90,12519.08,15089.56,6896.95,2595.62,13257.77,5740.78,3453.97,10280.62,9355.00,8717.36,7394.19,10539.67,5196.39,3412.83,2262.98,4757.19,3195.07,4269.12,5756.05,3134.50,4932.87,3044.18,3689.03,1809.75,4986.62,2757.88,6158.88,3828.79,4301.78,2115.01,4504.13,6790.13,2876.85,4897.16,3567.50,667.25,3985.00,880.50,8514.50,3357.75,5309.06,3391.13,2948.00,2524.50,4013.78,1180.25,2277.00,3079.12,5076.50,3154.75,0.00,2717.35,1932.79,1671.63,1337.75,1072.75,3284.45,5326.74,0.00,2665.38,2035.85,3723.00,2113.51,5536.25,7165.69,2459.16,1832.07,5300.88,5077.85,2207.81,5087.22,2527.18,5644.63,2284.49,2489.79,6472.77,1739.93
2023-11-22,Wednesday,10910.26,6993.46,6219.57,12072.86,12033.89,12678.96,1772.84,12270.74,15097.48,6808.93,2787.08,13503.64,5602.60,3291.69,9682.87,9260.74,8221.27,7625.87,11663.48,5486.07,3182.88,2436.61,4165.36,2959.31,4400.94,5335.93,2629.53,5189.00,2969.35,3810.91,1982.00,4987.25,2062.15,6257.75,4220.16,3936.50,1512.25,4631.50,7401.31,2915.82,4998.75,2731.47,392.50,4094.25,908.00,9068.87,3209.13,5294.03,3488.37,3278.00,2426.38,4125.73,1583.50,2014.25,3194.88,4988.63,3480.62,0.00,2758.77,2000.44,1451.37,1299.13,2531.63,3338.12,5853.00,0.00,2568.61,2022.03,3578.39,2317.49,5366.33,7091.55,2523.59,1787.56,5395.48,5362.99,2194.88,4426.23,2953.25,5352.74,2140.47,2617.49,6219.37,1883.51
2023-11-23,Thursday,9755.11,6746.91,6336.07,11763.29,11570.38,13677.71,1802.38,12047.45,15348.60,7041.18,2681.24,13437.95,5572.19,3282.14,10224.86,9670.88,8765.62,7315.32,11138.11,5305.68,3318.21,2070.09,4880.76,2901.50,4516.88,5760.67,2413.65,5171.88,2730.15,3858.87,2121.75,5087.50,2700.10,6022.74,4459.90,4273.16,2351.50,4624.51,6931.32,2846.43,4659.41,2937.93,1047.75,4187.37,727.75,8971.50,3314.75,5405.32,3373.00,3484.03,3090.12,4315.61,1449.26,2174.25,3139.62,5563.00,3338.38,0.00,2850.00,1954.93,1367.38,1384.99,2598.00,3693.81,6490.88,0.00,2707.12,2026.34,3453.61,2650.01,5352.17,7160.29,1570.34,1956.94,5468.49,5259.69,2146.31,4620.31,2955.64,5679.95,2519.41,2815.29,7020.00,1796.15
2023-11-24,Friday,11012.27,6861.49,6469.88,12170.75,12024.56,13527.29,1777.16,12356.89,15816.15,6983.32,2616.82,13734.70,5972.19,3422.67,9040.27,9366.50,8549.60,7680.41,12064.59,5684.53,3313.07,2005.31,5005.69,2865.94,4616.63,5779.73,2613.15,5060.87,2798.85,3716.00,1997.00,5240.13,2762.62,5964.50,4135.62,4354.62,2480.50,4572.99,7664.31,2879.40,4646.47,3073.25,689.25,4112.38,744.75,9266.88,2876.62,5282.06,3736.75,3417.87,2601.38,4299.10,1610.17,2274.00,3185.63,4781.50,3616.13,0.00,2634.41,2112.60,1540.62,1435.88,2484.00,3371.50,5988.12,0.00,2921.51,2111.48,3482.88,2407.87,4549.77,7022.88,2230.69,1274.87,5578.16,5330.82,2185.31,4618.94,3088.02,6138.62,3052.62,2638.18,6890.19,1880.95
2023-11-25,Saturday,10685.37,6605.07,6816.70,12415.61,11764.45,13887.68,1319.52,13107.21,16217.89,7323.66,2848.51,14048.88,6568.56,3613.57,10018.50,10390.88,9057.91,7982.76,12204.31,5092.67,3997.31,2370.27,5421.99,2954.06,4816.29,6025.71,2865.57,5068.87,2936.12,3902.71,2174.75,5071.25,2645.69,6035.89,4283.35,4229.03,2481.00,4969.38,7430.81,2956.25,3904.62,3788.23,624.50,4024.50,1056.50,7806.00,3135.50,5695.71,3495.38,3735.03,2343.81,4501.84,1709.13,2140.75,3279.62,5519.87,3905.62,0.00,2824.75,2364.93,1640.38,1412.25,1930.75,3939.20,6186.50,0.00,2785.06,2127.00,3816.82,2404.37,5405.39,7548.61,1981.05,1874.94,5884.76,5389.28,1318.69,5223.97,3102.78,6292.69,2309.85,2754.94,7183.44,1674.55
2023-11-26,Sunday,10205.10,6085.53,5843.96,11384.41,11046.35,12883.26,2119.62,11885.52,16505.96,6749.77,2286.57,13850.25,6781.50,3025.83,8680.08,10440.37,8708.03,5989.50,12023.33,5246.25,3923.32,2394.50,4559.83,2656.44,4106.90,5294.06,2344.78,5062.76,2287.69,3196.73,1768.00,5140.12,1903.31,6109.86,3359.00,3473.13,1861.50,4912.88,6692.62,3112.34,4069.07,3259.25,797.25,3997.62,845.75,4231.37,1886.13,5230.69,2702.89,2986.71,2873.06,3489.55,1562.80,2456.00,98.13,4703.13,4913.25,0.00,1927.50,1822.78,1358.50,971.37,2003.25,3031.06,7055.13,0.00,2435.51,1490.70,3433.37,2273.13,5334.02,7711.10,1358.06,908.49,5194.01,4601.63,1980.44,5440.42,3025.63,6623.43,2224.41,2261.34,6949.63,737.71
2023-11-27,Monday,11816.76,5819.67,6698.20,13164.93,12393.52,14823.85,1772.20,13640.20,17008.96,7684.31,2550.85,15189.37,6846.53,3176.91,11065.90,11365.63,10720.36,8487.34,12964.70,6972.03,4330.56,3161.49,5582.69,2645.06,4120.53,6370.47,3018.35,5479.24,3146.12,4301.50,2093.25,5739.88,2911.50,6974.63,4625.24,4581.62,1638.75,5321.37,8442.45,3410.52,4856.43,1589.15,845.00,4563.25,767.25,8053.50,3507.50,5256.07,3935.59,4151.36,3267.07,4698.81,1517.57,2197.25,3531.24,5748.62,4697.37,0.00,3304.78,2312.16,2049.75,1354.13,2731.87,4879.99,7226.87,0.00,2970.74,2171.69,4110.44,2757.50,6527.09,7749.30,2300.52,1523.88,6225.09,5080.96,2426.19,5580.75,3167.17,6493.50,3138.93,2881.81,5766.92,1933.16
2023-11-28,Tuesday,11013.41,6820.74,6842.26,12619.16,12429.55,14251.31,1759.88,13072.26,16639.31,7713.19,2572.22,13663.90,6285.16,3018.85,10430.62,10353.00,8437.01,4626.79,13095.99,6355.76,3516.87,2772.13,5862.80,3098.31,5066.85,6200.72,3042.56,5070.00,3127.63,1707.25,2099.50,5084.00,2412.94,6348.88,4416.22,2313.86,2238.75,5195.38,8264.55,3193.92,5229.69,3549.28,968.25,4185.88,884.50,8110.75,3433.75,5671.37,3922.90,3269.54,3027.50,4646.50,1237.82,2605.50,2990.63,5766.63,4896.13,0.00,2962.78,2120.38,1307.75,1113.25,2084.25,4085.25,6547.25,0.00,3167.69,2170.61,3751.56,2462.38,6668.40,7343.02,2604.12,1992.06,5850.16,5704.70,2470.13,5372.05,3170.73,6541.25,2684.69,3053.23,7058.88,1869.82
2023-11-29,Wednesday,11431.79,6891.42,6825.31,12227.01,12408.81,13116.05,1874.13,12347.98,15967.63,7151.92,2885.48,13878.93,5670.81,3360.88,10156.94,9914.75,9143.68,8136.15,11579.60,6330.13,3484.82,2439.87,5341.69,3050.75,4692.03,6016.81,2963.37,4934.38,3009.24,4011.63,1705.00,5284.87,2436.94,6392.75,4616.23,6815.86,1834.75,5075.12,7555.00,2901.29,4788.88,3815.04,811.25,4164.00,901.75,8634.13,3102.25,5622.06,3844.54,2715.02,2641.12,4418.23,1461.50,2412.25,3314.88,5523.00,4557.00,0.00,2480.60,1995.84,1582.37,951.37,2658.00,3951.20,6243.50,0.00,3161.31,2202.58,3718.06,2535.12,5696.04,7620.52,2335.82,1898.62,4720.47,5785.85,2580.24,5318.14,2975.37,6270.20,2338.38,2929.97,6311.76,1882.17
2023-11-30,Thursday,9343.34,4229.96,4815.90,11631.39,9361.87,12213.00,1781.05,10844.93,13753.95,6836.26,2338.50,11657.01,5754.29,3389.58,9726.56,8782.27,6277.41,7484.66,10223.72,5666.46,3519.68,2409.28,4831.36,2945.13,4759.42,5759.21,2584.62,3433.50,2990.47,4377.80,2006.25,4267.75,2780.87,6473.38,4704.40,4513.22,1609.00,4468.00,6663.26,2609.65,4517.74,2931.46,880.75,3338.37,839.25,7855.87,2658.87,5435.50,3826.51,2225.50,2426.50,4736.48,1129.13,2623.75,1463.38,5373.00,3965.50,0.00,2563.46,1898.66,1555.00,1112.63,2207.25,3460.55,5094.00,0.00,3038.06,2440.91,3697.32,2594.87,4776.09,6195.41,2566.22,1215.07,5582.68,5265.73,2539.88,4837.43,2687.55,5311.74,3172.87,2961.57,7307.80,2057.25
2023-12-01,Friday,13430.35,9489.53,8309.38,14235.23,16284.22,15897.18,1814.68,13446.30,17233.02,9332.65,3592.87,16453.78,5900.89,3624.72,11224.39,10508.80,9813.04,7785.47,12755.18,6746.72,3636.14,2480.19,5071.66,3286.87,5107.74,5547.68,2328.32,6092.25,2956.63,3916.60,1847.75,6069.63,2786.25,5894.13,4051.50,4907.60,2257.75,5815.24,9093.18,3414.52,5127.91,4478.83,776.00,4286.88,749.00,7980.78,3229.00,5640.91,3843.66,2936.88,2513.44,4100.51,1142.62,2035.50,3313.86,6166.87,4251.11,0.00,2896.69,1725.93,1339.50,1160.37,2760.50,4312.06,6336.75,0.00,3220.87,2385.40,4119.55,2719.13,6128.17,8536.81,2658.97,2352.82,6069.81,5685.29,2654.06,5319.80,3141.24,6459.95,3022.50,3079.65,6950.51,1807.32
2023-12-02,Saturday,11157.93,7122.31,6338.75,12801.97,12453.99,14171.13,1861.07,12755.89,15559.65,5782.69,2811.33,14524.36,6217.07,3422.77,10795.51,9963.08,8522.96,8206.60,12311.29,6229.29,3632.44,2214.34,4917.04,3124.63,4958.56,5907.81,2563.63,5264.00,3157.28,3917.21,1860.00,5255.50,2732.50,6292.36,4395.81,4534.71,2262.75,5297.26,7956.44,3035.42,5040.94,3813.49,798.00,4123.75,765.25,7568.72,3035.25,4882.72,3795.55,2465.63,2485.88,4646.01,1547.00,1942.00,3186.14,5792.63,3958.26,0.00,2713.13,2057.72,1347.25,1408.63,2708.00,3794.76,5890.63,0.00,3109.94,2333.00,4774.07,2512.50,5091.70,7212.72,2323.02,1568.06,5817.87,5681.54,2614.50,4647.54,3077.53,5804.56,2963.69,3037.46,7122.12,1912.21
2023-12-03,Sunday,10347.28,5946.89,5946.00,11834.31,11685.44,13068.54,1445.68,10648.37,15938.54,6925.61,2482.58,13434.99,5896.23,2829.32,10231.24,9880.95,7331.58,5678.99,11702.93,5461.69,3919.29,2356.66,5080.61,2686.37,4622.80,5707.62,2773.34,4824.00,2921.53,3518.50,1816.50,4933.75,2404.19,5494.88,3411.29,3777.66,1855.75,4902.49,7581.69,2923.63,4650.04,3466.66,689.25,4026.12,854.00,8428.13,2990.63,5048.74,3554.73,2578.36,2724.24,4509.38,1765.75,2498.75,3019.62,5112.25,4039.63,0.00,1817.53,1989.50,1368.13,1176.87,2609.75,3628.88,5975.87,0.00,2499.20,1504.91,3527.50,2344.25,5071.75,7010.37,2362.27,1584.12,5915.08,5186.07,2241.75,4694.29,2639.19,6391.12,3231.12,2879.26,6770.19,1374.00
2023-12-04,Monday,12194.36,7426.53,7572.23,13500.77,12937.92,15203.77,1854.01,13161.89,16525.53,8414.27,3008.49,13437.35,6292.33,3575.13,10849.94,10212.52,8520.93,7819.72,12244.36,6623.55,3182.96,2306.30,5122.64,2964.50,5030.87,6262.38,3106.47,5174.12,3130.91,4250.51,1727.25,4924.75,2909.50,6472.13,4558.21,5032.75,2009.25,5022.63,8042.81,3188.53,5122.42,3304.12,750.75,4347.38,738.00,8686.12,3375.12,5949.82,3799.63,2515.43,2370.88,5211.47,1705.25,2752.00,3430.75,5775.50,4237.87,0.00,3078.12,1733.22,1360.12,1207.88,2299.75,4344.24,5891.38,0.13,3356.24,2646.10,4526.81,2583.88,5689.89,7255.94,2770.75,2114.38,5996.34,5609.33,2764.06,5509.18,3539.84,6542.93,2026.81,2509.98,7354.37,2292.32
2023-12-05,Tuesday,11865.09,7547.41,7340.40,13932.93,12168.68,14145.45,1916.73,12765.31,16365.98,8437.11,3184.07,14728.24,5706.10,3504.04,10986.32,10245.70,7966.78,6841.61,13636.89,6601.39,3592.04,2597.45,5574.17,3612.50,5013.35,5806.28,3029.94,5274.88,2870.87,4240.87,1868.25,4914.87,2944.88,6446.74,4814.31,4744.88,2483.75,5225.87,8004.25,3298.61,5425.29,3573.65,860.50,4485.62,785.00,8981.38,3048.63,3727.25,3495.37,2468.71,2185.75,4935.33,1518.00,2242.75,3413.12,5901.12,4293.63,0.00,3077.57,1700.84,1367.25,519.12,2366.13,4176.70,5955.13,2513.00,3443.01,2606.34,4293.26,2724.87,5751.49,7478.23,2794.40,2154.43,5977.75,5719.08,2709.50,4509.34,3355.80,6600.39,2629.19,3520.15,7317.25,2025.24
2023-12-06,Wednesday,11622.32,7250.39,7195.28,13367.08,13125.51,14969.95,1959.50,12795.85,16220.64,8159.19,3015.88,14622.49,5995.85,3817.38,10936.37,10223.86,8084.08,8831.43,12787.45,6348.16,2899.76,2196.36,5302.14,3071.25,4543.23,6412.41,2938.02,5234.00,3178.41,4142.07,1507.00,5310.50,2885.18,5366.63,2257.63,4510.62,2536.50,4892.01,8397.13,3622.01,4887.59,3944.25,728.75,4449.00,877.50,8319.50,2941.77,6009.19,3244.63,2367.41,2246.06,4823.34,1872.75,2784.25,3551.75,6284.25,4393.25,0.00,2830.35,1870.07,1376.63,411.51,1437.00,4291.74,5951.49,3083.00,3370.62,2459.63,4433.93,2680.13,5786.02,7635.64,2169.43,1514.94,5058.93,5711.37,1992.69,5299.91,3688.23,6167.68,3127.82,3352.60,7478.44,2134.46
2023-12-07,Thursday,11247.25,7059.71,7832.69,14277.93,12762.32,15289.19,1738.32,13130.59,16827.42,8316.20,3280.00,15614.33,5914.53,3531.15,10768.32,10401.89,8214.02,7234.66,14207.41,5252.49,3573.34,2392.28,5666.43,3418.06,4422.38,5983.61,3154.60,5148.00,3221.78,4297.00,2041.50,5416.25,2856.07,6715.51,4684.16,4738.72,2163.00,2434.37,8433.62,3223.68,5425.35,3871.72,745.75,4377.38,930.25,8764.62,2776.60,4203.56,2755.25,2597.93,2624.50,4890.95,1405.50,2665.50,3609.51,4180.25,3807.88,0.00,3019.87,1926.62,1341.00,1265.50,2673.37,4290.82,6257.75,3282.74,3215.82,2505.93,4306.00,2746.62,5839.13,7513.98,2523.98,1975.88,6287.46,5954.17,2985.38,5698.91,2888.78,6898.81,3058.12,3374.42,7339.20,2327.98
2023-12-08,Friday,11184.02,7363.07,6721.71,13485.31,12752.13,14807.72,1975.15,12730.22,16420.07,7990.87,3102.62,15484.62,5957.59,3599.55,10446.07,10816.46,8834.85,8367.33,13230.79,6417.83,3101.65,2516.45,5304.66,2710.00,4964.92,6667.25,3285.16,5463.88,2881.35,4269.56,1929.25,5104.88,2750.18,6118.99,4554.18,4729.03,2154.50,4979.75,8051.00,3397.85,4507.09,3877.51,478.00,4080.62,1003.50,8785.63,2893.63,5877.63,3249.62,2551.40,2314.94,4557.01,1388.50,2961.50,3337.50,6272.88,4365.75,0.00,3229.00,1952.60,1289.00,1205.12,2394.00,4265.18,6522.76,3122.39,3300.43,2676.94,4544.88,2618.62,5376.14,7511.81,2880.94,1649.18,5892.72,5553.56,2761.87,5405.05,3052.29,4318.44,3043.56,1747.99,7256.37,2114.07
2023-12-09,Saturday,12450.78,7416.56,7156.42,15400.56,12995.07,14156.09,1760.74,11854.97,16992.84,8204.61,2850.38,14802.56,6417.56,2933.62,11094.99,10879.72,8597.37,6999.85,13316.41,6206.03,4008.44,2719.50,4967.89,3225.94,4961.56,6697.49,3090.09,5461.62,3040.34,4320.97,2119.50,5171.62,2860.69,6345.75,4630.00,4546.75,2269.00,5221.01,8035.56,3013.93,4964.09,3626.34,668.75,3845.63,972.00,8683.75,2378.62,5703.18,2992.25,2523.06,2696.31,1310.29,1372.49,1534.25,3508.24,6077.50,4189.24,0.00,2949.60,2169.03,1449.25,995.50,2118.38,4276.19,6089.61,3413.12,2940.74,2338.97,4204.81,2652.51,5146.59,7146.62,2599.37,2287.63,5177.33,5469.26,2439.68,4916.73,2681.75,7062.80,3204.75,3146.76,7009.30,1815.03
2023-12-10,Sunday,10912.64,5436.00,6323.91,13378.50,11169.51,13026.35,1415.06,11264.16,16096.01,7044.03,2399.37,13394.68,5962.99,3424.23,9976.00,10663.47,7012.20,7863.97,12217.01,5965.64,3677.13,2550.87,5059.74,2844.19,4514.46,5826.15,2875.06,5042.88,3064.44,3345.97,2136.50,4833.25,2683.50,6340.75,3557.32,3846.97,2152.75,4912.62,7626.88,3043.24,4636.10,3740.96,869.75,3765.75,1051.75,8906.37,2397.25,5296.63,3072.88,2460.07,2815.31,1468.32,1506.94,2644.25,2984.38,5546.87,4281.26,0.00,2447.78,2030.97,1534.50,1480.25,2624.75,3892.38,6483.00,3357.25,2586.14,1579.75,3680.19,2425.87,5675.09,7027.61,1481.01,1558.37,5375.58,5084.11,2874.38,4847.95,2335.45,6432.46,3441.57,2881.57,5636.69,1223.58
2023-12-11,Monday,11779.72,6547.44,6869.19,14305.50,12827.39,14868.65,1543.15,13101.70,16073.72,7962.14,2903.63,14740.54,5850.75,3364.37,10795.19,10443.53,8851.90,8741.42,11941.53,6501.44,2878.71,2849.87,4912.89,3078.00,5113.66,6542.50,3304.38,4996.99,3160.72,4399.62,1999.50,4870.25,2968.00,5728.00,4921.12,4894.84,2264.25,4824.87,8118.50,3026.44,5218.15,3913.23,937.75,3656.50,903.25,8123.88,2988.50,5746.93,3096.87,2021.58,2717.31,2493.29,1182.07,2103.00,3495.25,5579.38,4322.74,0.00,3293.97,1368.28,1458.50,1111.50,2137.12,4119.62,5186.13,3407.38,3205.87,2497.62,4128.12,2709.12,5785.48,6547.70,2587.41,1916.70,6044.57,5487.51,2248.37,4701.48,2707.52,5742.93,2276.81,3276.72,4165.50,2047.81
2023-12-12,Tuesday,12113.61,6631.97,6731.30,14638.07,12691.87,14545.06,1325.05,13429.92,15947.58,8214.72,2914.25,14932.25,4898.88,3121.96,11301.18,10800.38,4973.08,7905.31,13385.11,6419.20,3122.68,2788.15,5377.36,3400.31,4556.03,6538.92,2705.87,5376.25,3168.03,4387.43,2001.50,5112.75,2819.94,5968.76,4183.16,4517.57,1939.50,5074.38,6437.94,3240.13,4656.41,3633.97,1036.25,3833.87,1010.50,3867.75,2886.54,5619.01,3207.50,2666.18,3008.07,2517.17,1158.41,2610.50,3410.75,5679.00,4108.63,0.00,3274.49,1679.93,2071.25,1681.25,2148.63,4277.50,4855.87,3846.50,3351.88,2717.37,4199.13,2580.75,2803.68,7768.85,2637.51,2127.74,6128.63,5421.03,2225.76,4711.84,3404.43,5954.68,3046.62,3365.09,6888.56,2308.58
2023-12-13,Wednesday,11990.03,7152.20,7199.95,15383.13,13226.09,15664.57,1718.26,13339.94,15966.99,8245.75,2985.25,14813.62,6195.65,3464.00,10879.44,10581.42,8354.51,8317.90,13150.71,6430.23,3002.47,2829.94,5080.26,3289.75,3365.26,6705.73,3150.91,4922.63,3221.19,4399.07,1707.75,5092.75,2933.37,6110.87,4787.87,4609.87,2360.00,4711.37,8319.62,3417.99,5198.65,3697.69,860.75,3973.13,935.75,8730.62,3039.71,5949.62,3124.38,2556.94,2614.43,1842.22,1254.84,2499.00,3496.37,6016.00,4198.12,0.00,2666.41,1597.38,1541.87,1654.75,1839.75,4558.88,5429.13,3718.75,3193.06,2519.13,4515.93,2044.51,5543.62,7431.06,2479.27,2300.00,5925.45,5527.12,2560.81,4463.74,2686.36,6297.44,3565.62,3088.59,7046.63,2079.98
2023-12-14,Thursday,12216.16,7012.55,7498.27,15133.92,13160.64,15750.12,1689.45,13892.61,14078.30,8572.08,3049.37,15717.71,6800.74,3621.77,11846.44,11151.40,9600.06,9192.01,13014.49,7573.00,3703.84,2820.19,4372.84,3627.50,5336.85,6113.53,2977.34,5473.50,2820.34,4333.22,2211.50,5504.88,2546.07,6915.13,4762.97,5055.28,2277.00,5272.38,8504.00,3451.66,5376.38,3598.22,944.00,4197.87,949.75,8619.25,3224.13,5642.44,3269.12,2561.71,3208.63,2358.89,1488.50,2680.50,3624.00,5058.62,4461.25,0.00,3288.50,2007.63,1501.18,1261.13,2895.50,5733.38,6163.26,4163.99,3328.99,2559.23,3922.76,3128.24,5637.39,7533.91,2673.69,2006.25,6073.03,5699.16,2595.69,1161.55,3437.89,6550.19,3196.00,2044.53,7296.69,2014.05
2023-12-15,Friday,11477.03,7266.06,6516.41,13855.09,13225.60,15330.88,1811.27,12845.32,16408.60,8042.43,3041.63,15030.29,6260.99,3625.33,11639.25,10680.06,7089.09,8774.42,11733.99,6569.27,3605.69,2527.72,5243.73,3253.25,5072.23,5714.57,3017.56,5312.75,3148.21,3477.22,1835.50,5534.50,3039.37,6421.62,4366.56,4796.47,2587.00,4722.87,8289.62,3103.76,4982.72,3489.01,679.50,4381.63,897.00,7460.63,1874.75,6137.31,3060.50,2435.18,2593.38,2557.84,1013.25,2535.75,3502.38,5543.00,4355.63,0.00,3153.90,1689.97,1721.95,1105.37,2204.00,4737.98,6143.62,4001.88,3267.31,2527.93,4382.56,2577.50,5538.45,7512.45,2650.09,1896.25,5794.91,5422.90,2979.11,5443.85,2448.31,6436.82,3047.57,3215.65,7284.74,2060.63
