,Weekday,Jamalpur Station,Jamalpur Amts ,Pragatinagar Station,Maninagar Station,Memco Station,Paldi Station,Paldi Amts ,Sarkhej  Station,Gota Station,Memnagar Station,Memnagar Amts,Vadaj Station,Sabarmati Station,Sabarmati Amts,Chandola Station,Krishanagar,DODO-Green Fuel Station  ,Vijay Gas Station-DODO-Bhuvaldi,Jay Goga Corporation -DODO-Hathijan,Shree Gas Station-DODO-Bhadaj,Abad Hirapur - DODO,JAY DWARKADISH ENTERPRISE,Bhakti Petroleum-IBP,Punjab Service Station-IBP,Gujarat Rajya Purvatha-IBP Khokhra vidita,Saccha Sauda-IBP,Jayvir Civil Petrol Pump-IOCL,Rupam Petroleum-IOCL,Maniyar Petroleum-IOCL,Sun Petro Gas-IOCL ,Dharamtal-BPCL,Shraddha Petrolium-BPCL,Metro Service-BPCL,Mitesh Automobile-BPCL,Vatsal Automobile-BPCL,Parmar Tradelink (Adhoc)-BPCL Ganesh,Auto Services  Mirzapur-BPCL,Alka Automobile-BPCL,Neelu Motors-BPCL,Modi Service-BPCL,Ila Automobile-BPCL,Auto Rikshaw Driver Co.Ass-BPCL,Revadas Jhaverbhai & Sons-BPCL,Sindh Automobiles-BPCL (Memco),Kalptaru Petroleum-BPCL,Shree Laxmi Narayan-IBP,Jay Petroleum-Essar,Unique Retread-IBP,Iswar Petroleum-IOCL,Ambica Service-IOCL,Swaminarayan Sokali-BPCL,Swadesh Cargo Carrier -BPCL,Gujarat Auto Centre-IOCL-Shahwadi,Chenpur Petroleum- IOCL,Pavan Petroleum -BPCL,Anjani Petroleum-BPCL,Rathva Petroleum - IOCL ,Shrinathji Petroleum -BPCL,Ambica Automobiles-BPCL,Ashtavinayak-Hirapur- IOCL,Kalashree Automobiles- IOCL,Shivganga Petroleum-Kamod-BPCL,RB Patel & Sons-Kuha-BPCL,Alka Automobile-BPCL- Ognaj ,Kuldevi Petroleum-BPCL- Ranasan,Dev Petroleum -IOCL,Kameshwar Petroleum -IOCL,Aadhit Petroleum - IOCL,Parmar Tradelink - BPCL,Kanha Petroleum - HPCL,Sardar Petro Station - IOCL,LJ Thakkar - IOCL,Grand Millenlum - HPCL,Karnavati Petroleum - BPCL,Siddhanath Petroleum - HPCL,Siddhi Gasoline - BPCL,Vinayak Petroleum - IOCL,Radhey Petroleum - BPCL,Shree Gokulesh Petroleum - IOCL,B N Gasoline - BPCL,Millennium-HPCL,SHREEJI AUTO SERVICE-HPCL,RAVI PETROLEUM-BPCL,GUJARAT AUTO (USHMANPURA)- IOCL STATION 
2023-06-16,Friday,13314.83,13107.68,11192.84,15154.04,19557.18,15710.07,1963.63,14351.82,19415.04,8452.08,0.00,25376.63,6482.01,4567.27,11933.60,12056.09,6948.99,4652.28,13605.17,5629.16,,,7660.86,3828.66,5223.93,7123.56,3546.58,6352.91,3239.26,4232.24,1490.60,7146.06,3158.82,6472.88,4635.73,5637.32,3238.78,6365.35,9278.67,5105.85,5366.62,4488.34,1568.05,3940.47,1110.49,10029.06,1563.17,7025.67,3106.92,3191.10,467.89,3422.22,1738.38,2241.33,3080.49,5842.58,4218.34,0.00,2553.01,2657.10,1221.48,694.17,2203.88,3158.05,6386.02,5482.20,3241.06,2275.59,3975.36,2818.79,3784.11,8509.92,1979.73,2143.12,5046.76,6500.47,2518.67,4678.07,5779.62,5973.94,2707.76,2696.72,7746.55,1725.79
2023-06-17,Saturday,10538.92,6648.69,7588.64,12795.06,12771.74,13199.67,1465.59,11946.71,15464.63,6861.11,0.00,16304.80,5647.93,3283.81,10437.80,9619.00,7860.99,4771.50,11327.90,4391.68,,,6455.68,2783.08,5022.00,6796.97,2880.34,4914.00,2797.07,3895.73,1558.75,5588.13,2827.12,6252.24,3190.16,4496.54,2537.32,5124.18,7481.12,4542.31,4844.44,2858.18,1073.91,4051.13,940.50,7905.87,1824.08,6127.91,2752.63,1719.91,2836.50,4907.00,1405.33,2308.88,2814.51,6093.75,3715.75,0.00,2720.36,3173.51,2096.80,945.12,723.75,3305.80,4824.50,4600.99,3086.99,2297.78,4201.51,1964.75,5944.54,7111.29,1815.14,1844.50,5955.32,6343.25,2287.57,4739.76,4444.48,5097.53,2780.94,2870.85,6609.94,1779.64
2023-06-18,Sunday,9328.63,4947.15,5816.69,10733.53,10376.28,11167.19,896.47,10624.23,14915.26,5798.15,0.00,13918.62,5770.91,2317.77,9330.38,9467.00,6411.35,7510.18,10877.63,4496.77,,,5222.11,2710.46,4209.00,5773.38,2761.10,4172.12,2707.96,3447.33,1628.50,4694.75,2574.31,6212.00,2815.66,3803.89,2623.16,4847.12,7199.06,3824.47,4577.32,3586.39,1249.08,3721.37,898.75,8114.00,3942.05,5108.40,2415.62,4201.50,3266.41,3777.13,1366.99,2227.25,2572.75,5402.12,3534.37,0.00,1929.06,3017.56,1992.26,1190.26,1946.75,2857.94,4520.12,4330.39,2119.79,1286.03,3170.67,2037.50,5361.44,6422.24,1440.10,1638.91,5066.15,5691.56,2003.62,3905.74,4215.23,4695.53,2739.50,2301.05,6113.15,1226.50
2023-06-19,Monday,10603.15,5959.75,6408.95,13203.31,12046.53,13068.85,1441.14,13120.03,15337.45,7634.23,0.00,16077.69,6139.26,3043.61,10152.43,10219.50,7959.84,8746.57,12332.45,5185.31,,,4093.46,3462.20,5034.00,6519.76,3107.43,4702.50,2915.12,4144.41,1600.75,5489.50,2366.88,6257.87,4577.14,5278.29,2442.32,4734.38,7533.91,4622.17,5012.04,3340.29,959.79,4243.13,924.00,8695.00,3210.87,5662.10,2847.75,4232.50,3574.72,4420.50,1634.20,2411.37,2990.24,6128.13,4128.00,0.00,2779.51,2663.44,2087.68,882.87,2440.00,3348.94,3748.12,4453.74,2877.53,2170.06,3895.94,2624.63,5791.77,6125.79,1544.69,1830.28,5925.63,6057.25,2213.54,4489.38,4503.44,4839.24,2955.34,2701.77,6497.69,1994.60
2023-06-20,Tuesday,8268.25,5334.70,5744.76,10765.70,10922.16,11677.90,976.61,12530.80,16009.56,6199.28,0.00,14342.19,5907.34,2254.50,8068.36,9717.13,8184.65,7229.24,12161.06,4656.27,973.68,,4118.62,2860.39,4521.00,6177.12,2784.20,4192.00,2640.98,1764.62,1718.50,5250.62,2282.25,5528.39,3018.54,4561.97,1564.95,5017.56,7292.34,4116.04,4383.45,2823.58,1236.18,3557.87,946.50,7027.13,3516.62,5708.72,2709.00,4055.75,3457.31,3958.62,1801.47,2006.50,2542.26,6061.12,4053.13,0.00,2254.10,1933.57,1769.62,1030.12,1699.13,3245.18,5367.51,4738.00,2518.50,1808.23,3370.13,2292.62,5571.21,6923.34,1594.30,1614.72,5405.50,5710.81,2236.87,4426.75,4088.54,4983.93,2719.53,2795.15,6488.96,1460.11
2023-06-21,Wednesday,11932.78,6447.67,6847.37,13231.95,13260.75,13585.06,637.29,13188.37,15687.06,7411.37,0.00,17056.78,6390.19,3541.62,10647.05,10561.87,6893.04,9032.70,12177.54,4930.64,1085.48,,5230.62,3611.62,4996.00,5975.84,2725.22,4926.62,2771.67,2518.65,1619.00,5525.50,2843.25,6567.55,4435.80,5178.06,2555.04,5310.31,6413.85,4251.24,4632.17,3784.55,1241.75,4448.88,1028.50,8614.37,2388.75,5927.15,2889.87,3894.00,3124.50,4678.88,1781.20,2092.25,3488.49,6080.25,3061.62,0.00,2714.13,2136.08,1764.47,1012.26,2194.62,3147.00,5134.25,4658.87,2963.21,2321.92,3765.88,2355.75,6055.16,7163.67,1234.88,2312.21,5460.01,6230.94,2456.62,4608.00,4296.81,5286.76,2813.82,2837.73,6524.79,1726.56
2023-06-22,Thursday,11093.95,6673.81,7536.97,12987.97,12675.79,13753.40,1593.01,13014.17,16407.69,7303.26,0.00,15412.31,6798.84,3278.74,10485.18,9614.38,8328.35,8657.99,12145.19,5501.73,1295.74,,5563.21,3196.97,5068.00,6478.07,2980.82,5115.88,2899.31,4205.67,1636.00,5684.13,2797.31,6180.33,4664.51,4402.23,1977.64,5210.07,7557.12,4912.04,4979.97,3757.97,749.30,4123.62,934.00,7156.50,3382.00,5602.69,2598.75,3882.00,3656.25,4841.37,1747.11,2411.25,2972.50,5691.75,3658.25,0.00,2597.57,2194.66,1723.09,1067.62,2370.75,3010.19,4397.25,5233.63,2962.31,2204.45,3994.43,2520.26,5710.06,7490.86,1702.76,2310.30,5596.07,6182.18,2102.85,4579.38,4520.87,4774.14,2678.59,3114.69,6380.80,1819.66
2023-06-23,Friday,11066.26,6414.73,7653.19,12973.91,12301.88,13137.58,1478.73,12977.45,15849.33,7408.37,0.00,16214.90,6194.13,3105.43,10242.16,10341.25,8250.36,8932.44,12468.30,5222.77,1246.90,,5311.04,3429.97,5082.00,6717.62,2375.62,4940.25,2882.44,3920.10,1267.00,5496.25,2918.69,6264.99,3592.57,5117.71,2541.65,5098.38,7369.38,3435.63,4847.44,3413.17,949.00,4225.88,981.50,8284.00,2832.38,4012.65,2824.01,3862.25,3669.06,4669.00,2123.08,2272.38,3144.00,5907.88,4066.75,0.00,2760.86,2227.31,1910.02,872.37,2602.13,3255.00,2952.37,4634.25,3126.98,2035.12,4010.75,2582.00,5738.46,7274.85,1455.66,2159.68,5720.60,6158.51,2232.43,4710.81,4650.12,5230.40,2528.62,2767.39,6601.11,1973.14
2023-06-24,Saturday,11162.96,5808.93,6395.68,11611.75,12426.69,13204.68,1179.99,12834.24,16641.21,7145.91,0.00,15861.14,6458.05,2584.47,10763.65,10645.12,8062.30,8477.94,12910.70,5005.32,1657.63,,5362.57,3247.94,4545.00,6558.99,2412.77,5114.87,2886.64,3922.48,2147.75,5378.25,2910.12,5733.19,3954.46,4736.53,2550.51,5182.87,7675.37,4699.82,5039.03,3977.96,1174.93,4161.75,950.50,8675.75,2740.88,5190.01,2622.24,3755.25,3409.78,3995.50,1497.95,2113.37,3222.00,6151.00,3799.50,0.00,2591.44,2514.65,1977.99,614.25,2397.12,3074.06,5560.00,4791.01,2818.71,2068.72,3863.63,2678.12,6215.22,7332.47,1840.68,1934.81,6053.53,6066.31,2398.28,4559.72,4158.44,5357.77,2941.29,2778.02,6426.68,1710.12
2023-06-25,Sunday,10068.04,5717.14,6482.38,11992.12,11924.29,11840.87,1171.50,11927.97,16642.09,6262.95,0.00,15506.96,6860.56,2488.61,9985.89,10544.87,7500.76,8049.00,12620.13,4604.46,1622.15,,5062.16,2578.97,4501.00,5970.68,2702.09,3956.51,2681.13,3077.46,2028.75,5335.50,2606.69,6096.00,3368.69,3835.43,2714.60,5242.81,7505.21,4393.76,4755.06,3598.48,872.67,3960.62,922.75,8338.37,2855.50,4199.25,2644.75,4353.00,3574.19,4070.38,1631.67,2773.50,2609.25,5478.50,3950.50,0.00,2113.40,2650.61,2475.02,1746.25,2884.13,3117.94,6137.50,4247.24,2370.67,1312.72,3434.62,2524.13,5397.44,6962.06,1604.18,1601.53,5959.03,5802.99,2185.10,4394.93,3500.28,5359.53,2797.15,2535.75,6204.44,923.03
2023-06-26,Monday,10955.54,7009.30,7826.31,12936.87,12888.99,14361.22,1556.47,12095.10,16744.92,7462.31,0.00,17450.56,6569.73,3389.06,10538.44,10793.75,8836.05,8461.68,13502.61,5007.29,1481.95,,5427.44,3373.77,4990.00,6382.35,2677.11,4984.37,2703.72,4216.93,1912.25,5744.75,2495.88,6218.62,4490.07,4782.18,2954.49,5609.00,7496.32,4638.21,5072.28,3671.66,1214.18,4091.13,1131.50,8140.13,2586.37,3344.59,2612.38,3580.50,2540.06,4796.25,1304.95,2587.25,3122.25,5744.75,1793.25,0.00,2735.77,1977.40,2431.13,1570.63,2635.62,3341.01,5109.25,4871.00,3350.75,2090.71,4155.18,2658.49,5658.13,7269.34,1615.06,1880.78,5914.24,5827.89,2405.47,4973.25,3377.82,5284.07,2879.31,2877.08,6357.62,1602.73
2023-06-27,Tuesday,10890.72,6873.83,7212.94,13369.33,13009.66,13347.19,1610.97,13719.46,16631.23,6609.87,0.00,17451.30,6025.68,3700.15,11018.70,10143.88,8849.13,7817.94,9991.41,5259.76,1613.95,,5319.61,3507.53,4197.00,6612.41,2878.65,4713.75,3032.43,4227.52,1909.50,5427.50,2734.31,5953.32,4597.37,4318.44,2619.19,5096.25,7431.72,4141.20,4865.33,3743.98,864.00,4010.37,1056.25,7072.38,3264.75,4491.90,2974.63,3730.50,3475.26,4948.87,1231.52,2466.50,2416.25,5692.12,3654.13,0.00,2831.54,2216.00,1527.47,1355.75,1989.50,3333.31,4435.26,4738.50,3147.63,2032.19,3787.70,2015.63,6177.92,7458.70,1901.78,2022.82,4721.64,6330.75,2437.99,4947.91,3383.09,4990.44,2578.13,2682.30,6752.54,1513.12
2023-06-28,Wednesday,8746.07,6771.53,7509.88,13303.48,13054.60,14162.72,1476.46,13601.65,16078.15,7686.14,0.00,17045.81,6218.32,3370.90,11484.86,9889.25,8373.47,8395.62,12285.91,5000.19,1446.79,,5134.29,3018.12,3872.00,6573.65,2940.52,4843.50,2868.58,4102.58,1804.00,5830.37,2861.50,6610.62,4461.20,5039.34,2903.98,5138.38,6481.53,4711.95,5175.46,3613.45,1004.44,3944.88,1012.25,8678.99,2965.75,3526.57,2888.99,4025.00,3117.55,5121.63,1153.03,2079.88,2892.13,5701.00,3072.12,0.00,2722.82,1930.47,2518.36,1402.03,2335.38,2879.38,5119.36,5090.63,3209.52,2375.63,4100.25,2077.62,6142.92,6871.59,1489.55,1805.31,5604.00,5024.81,2575.54,4663.56,3960.31,4830.21,2872.75,3148.46,6441.13,1929.33
2023-06-29,Thursday,8618.70,5706.81,6367.68,11705.89,11962.16,11481.73,1154.08,11705.57,16392.20,7215.72,0.00,15476.63,5482.06,2869.01,8000.59,9144.62,7729.46,7163.94,11205.32,4687.35,1604.06,,5027.43,2662.83,4141.00,5518.59,2534.06,4349.87,2296.37,2738.18,1811.00,5643.13,2236.69,5322.44,3312.40,3765.00,1603.27,5195.12,6775.35,4881.18,3632.72,3304.29,1034.75,3609.25,1005.00,7391.75,2864.25,4815.10,2856.26,3171.00,2876.63,3765.75,1229.25,2535.87,2138.88,5069.88,3228.63,0.00,2137.78,1635.06,2118.79,1233.72,2465.87,3119.86,4963.89,4658.99,3043.91,2039.31,3836.68,2406.63,5104.71,5171.95,1010.10,1515.81,5499.19,6189.37,2298.72,4684.38,3755.70,4922.72,3132.40,2798.05,6140.84,1498.61
2023-06-30,Friday,8353.59,3274.22,3946.81,11300.63,8262.76,10696.85,1172.98,8860.46,13957.76,5714.31,0.00,9563.01,5721.47,1827.97,8101.52,8238.38,5892.12,7152.20,11101.65,4513.98,1734.54,,4892.17,2794.09,4567.00,5756.87,2332.53,3809.88,2036.36,3254.14,730.75,3710.75,2452.81,4892.99,3643.70,3250.74,1744.10,3869.76,6001.68,3830.73,3899.67,3503.85,1201.09,3010.37,1079.50,6423.13,1697.62,2989.50,2674.49,3025.75,2998.06,3529.12,1483.25,2416.63,2660.37,5380.12,3075.37,0.00,1971.19,1601.96,2250.22,1299.00,2294.00,2443.51,4634.25,3308.50,2959.19,1942.88,3593.19,1996.87,4963.67,5646.66,0.00,1549.60,5283.72,5047.81,2031.21,4336.74,3599.94,4320.10,942.97,2356.16,5503.14,1257.44
2023-07-01,Saturday,12658.45,9909.32,11554.44,15020.57,17908.77,17002.80,1104.66,14236.39,17554.45,9549.03,0.00,25540.06,7329.75,5384.16,10988.14,11663.00,10181.93,8658.62,14400.41,6259.47,2072.81,,5253.13,3703.07,4765.00,5854.78,2783.82,6220.12,2692.59,3823.54,1528.75,6693.25,2597.12,5391.32,4623.96,5037.23,2423.08,4784.81,8533.04,5495.12,4305.25,3956.12,1165.92,5004.75,1.50,6798.25,2558.00,4403.84,2804.00,4639.75,2804.84,4712.13,1553.71,2585.00,2908.99,6343.75,3961.38,0.00,2970.66,2576.79,2992.58,1552.63,2399.13,2342.43,6127.75,5341.38,3604.55,2629.42,5324.63,2371.25,2732.48,8151.46,0.00,1268.16,6492.64,6509.37,2638.42,5665.41,4955.96,5875.59,3052.66,3554.48,8281.83,1722.56
2023-07-02,Sunday,9649.25,5228.29,6290.88,12458.52,11380.12,12141.17,963.38,12120.20,17961.72,6303.96,0.00,17001.43,6546.29,2464.40,9787.67,10619.00,7637.08,7692.61,12414.64,4763.35,2182.14,,4910.96,2775.86,4510.00,6091.80,2769.89,4447.00,2743.60,3345.79,1599.75,5076.12,2399.88,6298.69,3177.48,4506.39,2281.51,5068.43,7671.09,4006.23,4321.42,3784.68,1589.88,3869.88,946.25,8164.50,3082.25,5149.91,2146.50,4812.00,3313.78,3355.37,688.35,2835.12,2685.39,5949.25,3200.25,0.00,1953.01,2150.97,2690.74,1757.99,2370.87,3075.69,5998.49,4951.74,2496.08,1603.25,3578.81,2495.13,5268.25,7019.80,792.28,1603.71,6072.09,5742.94,2290.05,4712.18,4264.14,5589.12,2811.90,2679.91,6702.61,1002.21
2023-07-03,Monday,10835.15,6425.99,7437.68,13772.14,13039.64,14015.30,1476.05,13417.15,17059.64,7369.29,0.00,18763.49,6397.58,3569.63,11011.54,10641.50,9406.87,6504.88,12385.92,5139.78,2819.31,,5809.76,3221.55,4719.00,6098.70,2975.92,4951.13,2855.02,4175.00,1705.25,5080.13,2752.62,5662.06,4845.88,4605.65,2733.97,5462.50,7634.87,4431.37,5099.53,3818.47,1369.56,4339.37,1155.00,7877.25,3510.63,5559.99,2535.63,4497.00,3806.88,4996.50,1295.57,2644.75,3273.49,6058.13,4059.87,0.00,2952.78,2355.50,2728.23,1718.13,2062.25,4150.88,4884.00,5380.14,3212.61,2087.51,4136.13,2953.75,5968.80,7362.68,2188.65,1867.09,5849.09,5992.70,2720.50,4573.38,4192.31,5368.64,2912.48,2765.10,6858.01,2210.67
2023-07-04,Tuesday,10880.97,6711.15,6499.82,12587.28,12667.34,13779.54,1437.08,12895.33,16297.18,7344.25,0.00,16785.84,6083.63,3026.43,10577.96,9660.87,8208.34,7811.93,11205.21,5322.59,2043.05,,5044.98,3240.59,3982.00,5990.66,2901.77,4824.87,2816.29,4155.02,1046.75,5138.25,2747.38,6098.56,4652.01,5014.26,2397.94,5050.81,7219.00,4598.49,4191.84,3722.14,909.97,4097.50,998.50,8252.37,2878.75,4925.28,2544.62,4083.25,3318.75,4816.50,1902.48,2290.00,2893.63,5509.75,3578.62,0.00,2742.48,1820.66,2468.70,511.37,1816.38,3097.69,4830.75,4994.25,3238.21,2016.37,3946.56,2455.88,5672.47,6890.40,957.07,2046.85,5461.85,4498.37,2273.16,4867.54,3889.80,4889.74,1315.40,2999.51,6653.53,1933.02
2023-07-05,Wednesday,9091.56,4009.63,4151.99,11541.48,9299.28,11377.49,1506.17,11527.63,14985.55,6602.81,0.00,9931.64,5659.53,3338.81,9600.32,8682.88,6613.87,7984.33,10576.78,4834.72,1802.55,,4385.86,3141.31,4730.00,6336.02,2643.88,3935.88,2738.07,3860.67,1517.25,4517.75,2665.87,5785.69,4370.39,5282.11,2344.75,3073.32,5918.66,3980.07,4644.04,3431.02,1172.67,3197.13,888.00,7279.26,2568.25,5409.35,2412.13,3031.75,2941.75,4590.25,1529.14,2447.38,2989.63,5360.87,3148.13,0.00,2769.42,1962.11,2232.35,1749.88,2246.12,3147.05,4593.25,4653.37,3152.02,2137.61,3868.44,1930.37,4153.65,5856.64,1379.62,1777.31,5328.93,5786.30,2339.00,4269.05,3821.30,4460.88,559.87,2874.14,5456.16,1728.38
2023-07-06,Thursday,12590.49,10104.78,10794.19,14163.89,16459.92,15717.70,1586.26,14700.97,18636.86,8782.73,0.00,24330.32,7041.01,3686.89,11652.66,11472.37,10378.72,8117.63,13390.79,5850.57,2107.81,,5417.04,3071.07,4763.00,6695.04,2588.48,6097.12,2574.90,4036.00,1677.25,5960.50,2786.25,6042.00,4551.25,5420.81,2602.21,4176.74,7960.97,5229.49,5119.61,3774.15,1000.90,4912.00,984.75,5979.62,2916.25,5386.78,3052.25,3459.75,3571.50,4604.25,1250.29,2575.50,3110.62,6098.00,4397.50,0.00,2942.05,1553.54,2691.87,1410.00,2016.25,3342.88,4209.88,5293.38,3171.27,2277.68,4071.75,2872.88,5256.46,8321.87,1965.83,1733.00,5811.00,5799.01,2802.19,3751.98,5227.19,5876.43,3237.35,2987.37,7890.28,1966.82
2023-07-07,Friday,10372.49,7048.98,7395.57,13031.75,12743.60,14169.39,1539.14,13087.74,16518.51,7438.32,0.00,17152.28,5973.55,3632.26,9888.61,9194.75,7971.00,7953.42,11178.01,5163.75,1936.75,,4814.63,3214.55,4841.00,5495.21,2406.87,5004.51,2586.80,3321.18,1958.00,5726.12,2319.63,5999.74,4576.84,4848.16,2012.29,5240.94,7073.06,5051.29,3468.44,3999.82,1103.03,3903.12,805.75,8354.63,2691.75,5549.71,2478.75,4243.00,2882.75,4208.75,1759.17,2376.50,2670.25,5291.88,3812.13,0.00,2514.56,1612.34,2190.88,1842.25,1786.75,3382.57,5094.37,5196.99,3208.51,2050.29,4093.80,2467.62,5445.30,6882.65,992.40,1329.81,4976.98,5835.38,2545.06,5197.41,4473.44,5017.04,2968.03,2456.53,6679.47,1788.93
2023-07-08,Saturday,11142.19,6751.61,7443.62,11632.73,13899.51,14452.47,1321.09,12719.18,16968.29,7623.13,0.00,17648.23,6545.02,3504.67,10725.34,10943.50,8130.10,9011.07,12579.79,4909.70,2306.51,,5214.84,3299.34,4986.22,6794.49,2794.12,3788.50,2625.83,3917.89,2156.00,5436.25,2672.25,6518.32,4768.01,4800.76,2899.75,4883.01,7696.97,4459.38,5187.75,3349.42,927.27,4372.63,1115.00,8728.50,2833.77,5421.61,2937.37,3960.50,3224.50,4350.50,1604.29,2522.62,3256.12,6182.25,3941.37,0.00,2836.96,2267.32,2342.59,1827.25,1935.25,3715.42,6293.88,4922.00,3215.44,2305.02,4133.69,2252.88,5141.20,7708.75,1225.37,1855.91,5801.24,4020.06,2478.69,5132.64,4660.38,5154.22,2651.06,2763.47,7347.59,1559.34
2023-07-09,Sunday,9621.74,5763.12,6810.50,12709.13,12225.38,12870.46,1024.61,12014.53,16808.08,7193.55,0.00,16086.33,7093.16,2522.82,9940.77,10634.13,7002.62,8112.32,11441.36,4646.74,1901.77,,5669.42,2814.19,4658.78,6257.18,2789.03,4181.74,2754.66,3470.24,1605.00,5390.25,2543.00,6647.25,3710.10,4656.53,2588.00,5107.30,7299.50,4610.84,4511.85,3737.81,631.66,3598.12,1026.75,8075.49,1287.23,5194.80,2496.88,3378.25,2122.97,4157.38,1355.86,2737.13,2748.37,2947.00,3927.50,0.00,2129.71,2208.59,2692.29,1265.00,2105.88,3184.76,5732.87,4872.38,2670.58,1496.92,3579.76,2693.37,5310.47,7170.21,718.10,1609.00,5692.99,5981.68,2179.90,4800.98,4347.48,5741.31,2240.34,2569.04,6562.34,1352.82
2023-07-10,Monday,11332.03,6838.02,7697.75,13609.81,13171.69,14128.81,1486.79,13613.22,16786.24,7876.64,0.00,17113.10,7267.16,3237.57,11137.23,10638.87,6388.89,8796.43,12673.83,5159.34,2175.31,,5117.78,3228.56,4866.00,6357.60,2927.21,5067.00,2136.05,4214.72,1859.50,5209.00,2801.12,6344.75,4799.67,5648.96,2781.00,5621.50,7904.25,4578.41,4806.97,3534.32,1038.09,4188.38,1074.75,8732.01,3034.25,4991.57,2971.25,3955.93,3442.06,4816.00,828.80,2496.87,3322.88,5668.37,3725.87,0.00,3022.14,1735.88,2821.32,1563.37,2471.62,3643.81,5861.62,5116.13,3351.82,2461.44,4234.80,2707.38,5969.45,7241.81,1479.80,1924.44,5696.34,6234.94,2620.53,5141.00,4421.37,5217.09,3213.29,2987.80,6735.11,2347.30
2023-07-11,Tuesday,10202.02,6532.73,7181.57,12946.43,12740.09,13351.49,1554.97,13012.90,16399.13,7472.53,0.00,16339.23,5838.23,3380.10,10366.45,10194.13,8130.13,6833.57,11196.22,5185.79,1949.21,,4758.25,2862.38,4845.00,6427.24,2417.54,4550.38,2772.21,3734.31,2048.75,5047.63,2496.19,5702.88,4564.43,5124.48,2689.25,4920.70,7084.44,4407.62,5025.28,4063.51,1331.80,4151.50,1093.25,5234.87,2645.00,5592.81,2951.50,3950.07,3122.19,4189.25,1166.34,2339.63,2904.75,5607.13,3487.76,0.00,2567.75,1662.68,2590.54,1175.38,2293.63,3265.50,5117.25,3273.74,2949.62,2357.31,4021.57,2375.62,5400.11,7059.26,1718.19,2001.34,5087.68,6138.07,2495.91,4383.71,4107.73,5047.16,2912.25,2822.59,5405.98,1963.71
2023-07-12,Wednesday,10702.74,6868.03,7559.18,12988.24,13322.44,13378.14,1506.93,13048.44,16280.98,7440.25,0.00,16503.72,7279.00,3623.44,10550.93,7992.37,8058.91,8384.12,11829.66,4940.05,1927.00,,4473.40,1570.75,5163.00,6297.64,3129.28,5474.00,2211.99,3974.93,2096.00,4785.37,1381.19,6300.43,4722.36,5109.03,2481.75,5238.50,7737.12,4406.26,5122.49,3445.67,746.81,4068.75,1269.50,8473.87,2782.87,5504.31,2944.75,3684.75,3275.78,5054.87,1764.89,1952.00,3163.38,4623.00,3434.87,0.00,2822.41,1485.85,2398.90,1648.25,2172.37,3032.38,5368.76,4768.13,3058.63,2149.44,3698.68,2604.87,4844.97,6627.87,1542.53,2179.62,5574.45,6150.93,2336.88,4674.45,3974.31,5328.02,2691.56,2936.38,6419.70,1807.09
2023-07-13,Thursday,10574.41,6472.70,7303.37,12921.76,12577.97,13381.56,1335.90,12556.56,15943.03,7352.51,0.00,16583.17,6192.21,3270.26,10145.80,9411.13,7915.95,8374.17,11835.15,5572.97,2019.60,,4833.64,3274.03,4839.28,6350.85,2978.38,4993.75,2948.39,3941.34,2241.00,5288.50,2634.56,6477.13,4692.67,4459.86,2675.25,5152.80,7368.72,4063.25,4692.87,3455.83,1298.85,4002.50,1299.00,7851.88,2665.63,5253.72,2860.12,3781.50,3444.90,4151.88,1534.15,2599.87,3085.13,5192.87,3433.75,0.00,2699.73,1429.56,2477.63,1642.88,2770.63,3212.12,4896.62,587.62,3288.85,2267.82,3760.77,2784.38,5147.08,6857.65,1253.72,2269.88,5433.71,6272.24,2418.49,4863.80,2770.52,5011.73,2025.59,2880.48,6424.22,1975.46
2023-07-14,Friday,11009.66,7195.93,7430.00,12994.19,12999.68,12958.02,1460.63,13004.84,16173.21,6946.56,0.00,17500.37,6984.00,3626.55,10178.59,10573.38,7023.51,7742.09,12594.90,6016.97,2166.62,,5242.24,3167.91,4854.28,6350.69,3045.78,4324.00,2986.91,2966.10,2087.25,5362.13,2638.63,5756.37,3995.30,5193.69,2611.25,4167.70,7410.98,4686.72,4905.12,3336.45,1208.90,3964.62,1223.50,9548.50,2930.50,4611.25,3617.63,3881.50,3315.97,4631.75,1480.63,2522.00,3193.50,5750.50,3441.25,0.00,2653.21,1449.25,2322.91,1413.36,2349.50,3042.19,5642.50,0.00,2886.41,2308.49,3928.36,2333.37,4829.83,7098.72,1952.07,1947.00,2731.66,5786.21,2439.60,4439.66,3488.14,4766.68,3407.75,3038.98,6456.15,1842.58
2023-07-15,Saturday,9564.06,3571.48,4564.57,12057.07,9963.36,12303.32,1528.81,12836.05,15290.56,6625.27,0.00,11290.26,6207.75,3674.01,9639.95,9314.87,7000.84,8030.37,10835.41,5601.02,2554.84,,5166.50,3107.75,4479.88,6140.48,2890.97,4968.75,2884.90,3790.87,2081.50,4697.75,2512.06,6179.44,4522.24,5317.22,2196.00,4762.68,6286.21,4005.15,4893.76,3033.82,1347.73,3506.88,1306.50,8501.00,2595.75,5872.69,3765.00,3145.25,3267.95,4483.50,1883.27,2447.88,3299.87,5701.63,4704.88,0.00,2460.60,1847.03,2706.18,1043.38,2027.37,3284.56,5382.13,232.75,3079.55,2303.19,4008.69,2423.75,4332.48,6501.32,1234.13,2201.87,0.00,6514.12,2341.53,5004.03,2845.71,5427.47,3153.85,2875.43,5673.80,1840.16
